question;answers
"What role do regulatory technical standards play according to Preamble 99?";"Ensuring consistent harmonization of requirements laid down in this Regulation."
"What areas should regulatory technical standards cover as per Preamble 99?";"ICT risk management, incident reporting, testing, and monitoring of ICT third-party risk."
"What authority should adopt regulatory technical standards according to Preamble 99?";"The Commission by means of delegated acts pursuant to Article 290 TFEU."
"What is the purpose of the draft implementing technical standards mentioned in Preamble 100?";"To facilitate comparability of reports on major ICT-related incidents and ensure transparency regarding contractual arrangements."
"What factors should the ESAs consider when developing implementing technical standards as per Preamble 100?";"Size, risk profile, and nature of services, activities, and operations of financial entities."
"What funding model is proposed in Preamble 96 for the Oversight Framework?";"A hybrid model where oversight tasks are fee-funded while development of ESAs' ICT systems is funded by Union and national contributions."
"What powers should competent authorities possess as mentioned in Preamble 97?";"Supervisory, investigative, and sanctioning powers to enforce duties under this Regulation."
"How is the application of this Regulation facilitated according to Preamble 97?";"Through close cooperation among competent authorities and consultation with ESAs."
"What power is proposed for the Commission in Preamble 98 regarding the designation of critical ICT third-party service providers?";"Delegated power to adopt acts specifying criteria for designation and harmonizing oversight fees."
"What consultations should the Commission conduct as per Preamble 98 during the preparatory work for delegated acts?";"Appropriate consultations including expert-level discussions and compliance with the principles of the Interinstitutional Agreement of 13 April 2016."
"What role do regulatory technical standards play according to Preamble 99?";"Ensuring consistent harmonization of requirements laid down in this Regulation."
"What areas should regulatory technical standards cover as per Preamble 99?";"ICT risk management, incident reporting, testing, and monitoring of ICT third-party risk."
